id,features
2655,"[0.5058136582374573, 0.41147011518478394, 1.206917405128479, 0.4216739237308502, 0.6060178875923157, 0.0, 0.4287512004375458, 0.6389719247817993, 0.8738246560096741, 0.05141409486532211, 0.0499420240521431, 0.183787003159523, 0.2090654820203781, 0.6890323758125305, 0.0, 0.44639670848846436, 0.03884851559996605, 0.4340067505836487, 0.4235258996486664, 0.43385177850723267]"
2665,"[0.10281618684530258, 0.0, 0.49355101585388184, 0.3412587642669678, 0.350277841091156, 0.5676178932189941, 0.1962118297815323, 0.0, 0.4563581049442291, 1.3280160427093506, 0.1532878875732422, 0.06911634653806686, 0.0, 0.0, 0.5209364891052246, 0.0, 0.0, 0.33161598443984985, 1.2880738973617554, 0.1703815460205078]"
2675,"[0.36843836307525635, 1.0139334201812744, 0.05079520866274834, 0.032990142703056335, 0.2354915291070938, 0.3846471309661865, 0.0, 0.0, 0.10972881317138672, 1.3467398881912231, 0.0, 0.0, 0.19934386014938354, 0.3415554463863373, 0.11024229228496552, 1.334609031677246, 0.0, 0.16695451736450195, 0.0, 0.6755217909812927]"
2685,"[0.0, 0.0, 0.6310071349143982, 0.6967430710792542, 0.863058865070343, 0.7308946251869202, 0.07231743633747101, 0.6392722129821777, 0.3740164637565613, 0.9819200038909912, 0.0, 0.0815870612859726, 0.0, 0.11979195475578308, 0.7740141749382019, 0.18585790693759918, 0.18304340541362762, 0.0, 0.10332129895687103, 0.0]"
2695,"[0.5693957209587097, 0.024218687787652016, 1.0216282606124878, 0.01987368054687977, 0.21290738880634308, 0.9656985998153687, 0.0, 0.1248682513833046, 0.3003615140914917, 0.5420957803726196, 0.3961862623691559, 0.248773992061615, 0.0, 0.0, 0.37453535199165344, 0.0, 0.019043559208512306, 0.7211459279060364, 0.9284772276878357, 0.3224179148674011]"
2705,"[0.0, 0.4360913336277008, 0.8762738704681396, 0.10841432958841324, 0.6031367182731628, 0.5048064589500427, 0.052659567445516586, 0.08972623199224472, 0.08529146015644073, 0.45021960139274597, 0.8729472160339355, 0.6593295335769653, 0.12870533764362335, 0.0, 0.2465052455663681, 0.0, 0.03842746838927269, 0.9185982346534729, 0.1487729847431183, 0.6696353554725647]"
2715,"[0.0, 0.7262099981307983, 0.0, 0.09075386822223663, 0.7482377290725708, 0.0, 0.7439897060394287, 0.03556780144572258, 0.9575911164283752, 0.3915804624557495, 0.0, 0.0, 0.48384782671928406, 0.1978740692138672, 0.6239041686058044, 0.9019477367401123, 0.8203985691070557, 0.1916658878326416, 0.0, 0.41771256923675537]"
2725,"[0.057504065334796906, 0.24433021247386932, 0.0, 0.6174731254577637, 0.5026611685752869, 0.0, 0.0, 0.5960457921028137, 1.01791512966156, 0.09539914131164551, 0.24845677614212036, 0.6560598611831665, 0.0, 0.42434075474739075, 0.43311551213264465, 0.7923799157142639, 0.2011871486902237, 0.9210839867591858, 0.0, 0.04704665765166283]"
2735,"[0.002001470420509577, 0.4355320930480957, 1.134549856185913, 0.17092622816562653, 0.009424140676856041, 0.0, 0.0, 0.7033197283744812, 0.7176698446273804, 0.0, 0.558461606502533, 0.48208028078079224, 1.041953682899475, 0.04780883342027664, 0.19465379416942596, 0.3430991768836975, 0.0, 0.0, 0.0, 0.05332423746585846]"
2745,"[0.30717673897743225, 0.43662863969802856, 0.40745559334754944, 0.294478178024292, 0.0, 0.7014205455780029, 0.0, 0.10933975130319595, 0.6736882925033569, 0.282978892326355, 0.3845279812812805, 0.0, 0.46225449442863464, 0.928989827632904, 0.6216681003570557, 1.3579899072647095, 0.0, 0.36381301283836365, 0.0706782341003418, 0.23295071721076965]"
2755,"[0.7907372713088989, 0.0, 1.0708203315734863, 0.2899158000946045, 0.46359097957611084, 0.30601033568382263, 0.0, 0.4693683981895447, 0.07075185328722, 0.0, 0.14208830893039703, 0.05571547523140907, 0.19209438562393188, 1.1578457355499268, 0.5505329966545105, 0.5236110687255859, 0.9061087965965271, 0.24159985780715942, 0.31807899475097656, 0.0]"
2765,"[0.22403445839881897, 0.0, 0.1235174909234047, 0.5069296956062317, 0.0, 0.18361324071884155, 0.7923396825790405, 0.15218950808048248, 0.3128294348716736, 1.2112436294555664, 0.0, 0.31128549575805664, 0.801424503326416, 0.6138544678688049, 0.0, 0.021522441878914833, 0.271100789308548, 0.4643074572086334, 0.2967946231365204, 0.6453136205673218]"
2775,"[0.0, 0.7137131094932556, 0.09762191027402878, 0.0, 0.4825889468193054, 0.0, 1.0782984495162964, 0.3980671465396881, 0.3967919647693634, 0.10943053662776947, 0.0, 0.0, 0.9892459511756897, 0.8096804618835449, 0.1217862069606781, 0.896076500415802, 0.06149886175990105, 0.7368702292442322, 0.03617829456925392, 0.19268856942653656]"
2785,"[0.21663089096546173, 1.3304264545440674, 0.40348902344703674, 0.46763914823532104, 0.04305553436279297, 0.00036298672785051167, 0.699298620223999, 0.019477469846606255, 0.37272706627845764, 0.031469088047742844, 0.481810986995697, 0.0, 0.45659103989601135, 0.3489474356174469, 0.6693823933601379, 0.29355883598327637, 0.07481807470321655, 0.4838528037071228, 0.1767013669013977, 0.46943801641464233]"
2795,"[0.0, 0.11718594282865524, 0.19368526339530945, 0.6367799043655396, 0.174113467335701, 0.0, 0.08324400335550308, 0.5111221075057983, 0.22927241027355194, 0.9180176854133606, 0.0, 0.04035484790802002, 0.7192057967185974, 0.6024089455604553, 0.41263502836227417, 0.6779526472091675, 0.5811261534690857, 0.30137646198272705, 0.7684934735298157, 0.3148666322231293]"
2805,"[0.22384469211101532, 0.39905601739883423, 0.0, 0.3310396373271942, 0.0, 0.0, 1.0836822986602783, 0.0, 0.18963418900966644, 0.6053589582443237, 0.259082168340683, 0.1536107361316681, 0.0, 1.1144750118255615, 0.0, 0.49879446625709534, 0.0, 0.08515927940607071, 0.436069518327713, 0.7470367550849915]"
2815,"[0.0022925662342458963, 1.0734364986419678, 0.22838462889194489, 0.0, 0.1414732038974762, 0.08339853584766388, 0.0, 0.6728725433349609, 0.4232860207557678, 0.35306599736213684, 0.0, 0.20130577683448792, 1.1908483505249023, 0.0, 0.9655490517616272, 0.06886710971593857, 0.7259263396263123, 0.15548403561115265, 0.0, 0.1865457445383072]"
2825,"[0.6920889616012573, 0.36111581325531006, 0.0, 0.0, 0.0, 0.11629106849431992, 0.04714839160442352, 0.0, 0.9055119156837463, 0.10261066257953644, 0.14093361794948578, 0.3930583596229553, 1.464350938796997, 0.0, 0.43067485094070435, 0.0, 0.01381411962211132, 0.11628969013690948, 0.22949396073818207, 0.3475377857685089]"
2835,"[0.0, 1.2162179946899414, 0.3240339756011963, 0.0, 0.5664357542991638, 0.6571236848831177, 0.18079812824726105, 0.43674054741859436, 0.6664808988571167, 1.2605997323989868, 0.0, 0.4801127016544342, 0.22503413259983063, 0.1922740936279297, 0.09347108006477356, 0.0, 0.0, 0.5443012714385986, 0.2914921045303345, 0.23712506890296936]"
2845,"[0.9407068490982056, 0.0, 0.0, 0.5032941102981567, 0.47982269525527954, 0.40566545724868774, 0.17404673993587494, 0.1726074516773224, 0.1375904381275177, 0.0, 0.4793257713317871, 1.0103398561477661, 0.7901797294616699, 0.0, 0.4669460654258728, 0.0, 0.389942467212677, 0.0, 0.0, 0.7243381142616272]"
2855,"[0.0, 1.4422625303268433, 0.0, 0.20580066740512848, 0.20200476050376892, 0.46013450622558594, 0.3329090476036072, 0.6029755473136902, 0.039748601615428925, 0.37393927574157715, 0.0, 1.1235588788986206, 0.057147812098264694, 0.0, 0.14494168758392334, 0.0, 1.1216351985931396, 0.13369081914424896, 0.061973635107278824, 0.0]"
2865,"[0.19865691661834717, 0.189382404088974, 0.7344698309898376, 0.1536356657743454, 0.033090170472860336, 1.010986566543579, 0.1434720903635025, 0.0, 0.09960384666919708, 0.0, 0.1575937122106552, 0.06663166731595993, 0.7744239568710327, 0.29772916436195374, 0.12867560982704163, 0.2155768722295761, 0.42983269691467285, 0.9742001891136169, 0.49105551838874817, 1.0787467956542969]"
2875,"[0.0, 0.30928611755371094, 0.5718124508857727, 1.1105644702911377, 0.4864760935306549, 0.0, 0.11785249412059784, 0.07699903845787048, 0.0, 1.0075840950012207, 0.7427067160606384, 0.9648779034614563, 0.5924924612045288, 0.22935599088668823, 0.0, 0.002894285134971142, 0.0, 0.5572025775909424, 0.3408280909061432, 0.33027806878089905]"
2885,"[0.08144515007734299, 0.10050030052661896, 0.757438063621521, 0.426262766122818, 0.0, 0.3265743553638458, 0.9164904356002808, 0.49682673811912537, 0.0, 0.0037444308400154114, 0.0, 0.45144379138946533, 0.692173957824707, 0.9986412525177002, 0.0, 0.0801418274641037, 0.7355429530143738, 0.0, 0.7081490755081177, 0.5649005174636841]"
2895,"[0.0, 0.3221798837184906, 0.6989001631736755, 0.4964143633842468, 0.008903608657419682, 0.0, 0.0, 0.5371028184890747, 0.1940905600786209, 0.7923743724822998, 0.7097584009170532, 0.0, 1.05797278881073, 0.4302249550819397, 0.15942583978176117, 0.28114402294158936, 0.26720499992370605, 0.015298944897949696, 0.7728875279426575, 0.009515589103102684]"
2905,"[0.3428078293800354, 0.0, 0.0, 0.001945167314261198, 0.3760974407196045, 0.0, 0.032877806574106216, 0.4047967493534088, 0.26428309082984924, 0.22338667511940002, 0.05616206303238869, 1.7104777097702026, 0.404930979013443, 0.8967252969741821, 0.018299564719200134, 0.03066081926226616, 0.17305424809455872, 1.1421668529510498, 0.37533116340637207, 0.3742695450782776]"
2915,"[0.0, 0.3350195586681366, 0.7013422250747681, 0.6384673714637756, 0.5313708782196045, 0.12367743998765945, 0.035811472684144974, 0.13000479340553284, 0.34556344151496887, 0.0, 0.4731118977069855, 0.0, 0.3496915102005005, 0.11895141005516052, 0.30728885531425476, 0.9085282683372498, 0.9463074207305908, 0.7584864497184753, 0.46614861488342285, 0.5862091779708862]"
2925,"[0.12176622450351715, 0.5705036520957947, 0.0, 0.4118522107601166, 0.0, 0.7135632634162903, 0.0, 0.9774930477142334, 0.33473873138427734, 0.0, 0.7803643345832825, 0.0, 0.7490622997283936, 0.0, 0.0, 0.0, 0.7177760004997253, 0.0, 0.7367223501205444, 0.5232661366462708]"
2935,"[0.802247941493988, 1.2047666311264038, 0.10719428956508636, 0.0, 0.5307979583740234, 0.20979280769824982, 0.21864023804664612, 0.0, 0.0, 0.8787252306938171, 0.2242971956729889, 0.20919230580329895, 0.6485497355461121, 0.0, 0.0, 0.36265239119529724, 0.5247717499732971, 0.0, 0.3576849102973938, 0.08016341924667358]"
2945,"[0.37830957770347595, 0.0, 0.22509030997753143, 1.2579454183578491, 0.0, 0.09622322022914886, 0.19975438714027405, 1.0852749347686768, 0.0, 0.0, 0.23855456709861755, 0.7414553165435791, 0.22731848061084747, 0.0, 0.2036360651254654, 0.963637113571167, 0.0, 0.0, 0.0, 0.040222130715847015]"
2955,"[0.1648394614458084, 0.7713961601257324, 0.4386664032936096, 0.5038323402404785, 1.261353850364685, 0.11303439736366272, 0.3801427185535431, 0.11051491647958755, 0.6252384781837463, 0.0, 0.5228613615036011, 0.6947186589241028, 0.59601229429245, 0.2791155278682709, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02728097327053547]"
2965,"[0.563878059387207, 1.3357212543487549, 0.2555488049983978, 0.16335873305797577, 1.0059069395065308, 0.7556959986686707, 0.43267562985420227, 0.6740002632141113, 0.1336331069469452, 0.11627838015556335, 0.08325272053480148, 0.0, 0.23674370348453522, 0.3302038311958313, 0.27516719698905945, 0.6351627707481384, 0.19491209089756012, 0.10845708101987839, 0.0, 0.0]"
2975,"[0.0, 0.0, 0.0, 1.2821780443191528, 0.23154301941394806, 0.0, 0.4889431297779083, 0.16893270611763, 0.3000510334968567, 0.4341053366661072, 0.0, 0.6118125915527344, 0.6549602150917053, 0.3268944323062897, 1.220149040222168, 0.28081637620925903, 0.0, 0.011602555401623249, 0.09552104771137238, 0.0]"
2985,"[0.37840327620506287, 0.0, 0.8530458807945251, 0.6359803676605225, 0.0, 0.0, 0.42233791947364807, 0.2589450776576996, 0.5701746344566345, 0.0, 0.726420521736145, 0.08867829293012619, 0.5983943939208984, 0.10948121547698975, 0.19038046896457672, 0.3169926702976227, 0.3053585886955261, 1.053335428237915, 0.6303278803825378, 0.3946540951728821]"
2995,"[0.2964853346347809, 0.6774061322212219, 0.661878228187561, 0.9049935936927795, 0.2960468828678131, 0.0, 0.33561941981315613, 0.3706092834472656, 0.0, 0.2768504321575165, 0.1688324213027954, 0.0, 1.4477698802947998, 0.5591448545455933, 0.21510858833789825, 0.0, 0.0, 0.433283269405365, 0.0, 0.13692018389701843]"
3005,"[0.635014533996582, 0.7738011479377747, 0.599941074848175, 0.42665165662765503, 1.2934569120407104, 0.0, 0.7557079195976257, 0.0, 0.24917586147785187, 0.0, 0.0, 0.2800460457801819, 0.0, 0.346641480922699, 0.38338205218315125, 0.0, 0.4323793947696686, 0.8669508695602417, 0.2576337456703186, 0.30136463046073914]"
3015,"[0.0, 0.811502993106842, 0.4536263048648834, 0.0, 0.6491910219192505, 0.18961283564567566, 0.6536043882369995, 0.09068841487169266, 0.42044979333877563, 0.0, 0.0, 0.32604750990867615, 0.3049841821193695, 0.9387322664260864, 0.011259256862103939, 0.8700143098831177, 0.5034579038619995, 0.9154101610183716, 0.0, 0.23804578185081482]"
3025,"[0.17495249211788177, 0.05764417722821236, 0.16400712728500366, 0.05375681072473526, 0.7443260550498962, 0.013222956098616123, 0.46449992060661316, 0.0, 0.9495755434036255, 0.0, 1.0021001100540161, 0.6026235222816467, 0.2580866813659668, 0.3808896541595459, 0.0, 0.018384702503681183, 0.40545913577079773, 0.12230932712554932, 0.0, 0.8180912733078003]"
3035,"[0.7603907585144043, 0.7221325039863586, 0.45971792936325073, 0.07466357201337814, 0.12618233263492584, 0.7144458293914795, 0.0, 0.0, 0.0, 0.4221380650997162, 0.3670317530632019, 0.1024738997220993, 0.09665043652057648, 0.014024877920746803, 0.0, 1.3922007083892822, 0.0, 0.8646785020828247, 0.0, 0.0]"
3045,"[0.0, 0.26247063279151917, 0.033192187547683716, 0.0, 0.3604581952095032, 0.05726759880781174, 0.3202812075614929, 0.8216204047203064, 0.6120537519454956, 0.07329576462507248, 0.47215938568115234, 0.598662257194519, 0.0, 0.17396140098571777, 0.18576031923294067, 0.027404697611927986, 0.15227317810058594, 1.333229422569275, 0.7238848805427551, 0.059009455144405365]"
3055,"[0.3231942355632782, 0.6804569959640503, 1.279546856880188, 0.0, 0.0, 0.33253225684165955, 0.02824125811457634, 0.2300768345594406, 0.0, 0.08973637223243713, 0.7621808648109436, 0.6857619285583496, 0.32556211948394775, 0.0, 0.6403625011444092, 0.09606437385082245, 0.0, 0.1334998458623886, 0.1300334483385086, 0.09504156559705734]"
3065,"[0.01180289126932621, 0.769553005695343, 0.0613895021378994, 0.5349670052528381, 1.009711503982544, 0.2140674591064453, 0.2543587386608124, 0.2734348773956299, 0.20343995094299316, 0.19198432564735413, 0.0, 0.1270410418510437, 0.8148255348205566, 0.4682316482067108, 0.3662736415863037, 0.0, 0.11965835839509964, 0.8691249489784241, 0.3522781729698181, 0.08389414101839066]"
3075,"[0.08378992974758148, 0.6063452363014221, 0.2641054689884186, 0.0, 0.6952568292617798, 0.1914859265089035, 0.3348477780818939, 0.18940410017967224, 0.883705198764801, 0.1897244155406952, 0.4394138753414154, 0.03421973064541817, 0.1787099689245224, 0.22748562693595886, 0.07083607465028763, 0.17203211784362793, 0.0, 0.02321631833910942, 0.07942314445972443, 1.300691843032837]"
3085,"[0.4291076958179474, 0.0, 0.012507293373346329, 1.3552647829055786, 0.03626515343785286, 0.15249070525169373, 0.23359517753124237, 0.420040100812912, 0.3993235230445862, 0.04636204615235329, 1.1791350841522217, 0.18449628353118896, 0.4326018691062927, 1.0766823291778564, 0.0, 0.936520516872406, 0.3054986894130707, 0.0, 0.0, 0.0]"
3095,"[0.0, 0.3436751365661621, 0.9988992810249329, 0.4898093342781067, 0.0, 0.053601257503032684, 0.08096969127655029, 0.0, 0.24909935891628265, 0.4837024211883545, 0.21961258351802826, 0.5222704410552979, 0.11917589604854584, 0.999319314956665, 1.0034722089767456, 0.0, 0.7034080028533936, 0.13632425665855408, 0.23721008002758026, 0.4817471206188202]"
3105,"[0.45605140924453735, 0.1390291452407837, 0.3403467535972595, 0.31573790311813354, 0.0, 0.0, 0.6088321208953857, 0.723168134689331, 0.0, 0.16872037947177887, 0.4971297085285187, 0.020170697942376137, 0.16319502890110016, 0.40273475646972656, 0.6701880097389221, 0.7697411775588989, 0.1809232383966446, 0.694928765296936, 1.1196523904800415, 0.1421499401330948]"
3115,"[0.24705682694911957, 1.1462576389312744, 0.5332158207893372, 0.7134585380554199, 0.5074380040168762, 0.0, 0.0, 0.4880395233631134, 0.013071462512016296, 0.2031843513250351, 0.16225965321063995, 0.02612970769405365, 0.11941339820623398, 0.47682443261146545, 0.05933908373117447, 0.2321086972951889, 0.5120797753334045, 0.0, 1.2125221490859985, 0.02975216694176197]"
3125,"[0.1104317456483841, 0.0, 0.9173696041107178, 0.38284701108932495, 0.16660797595977783, 0.5637972950935364, 0.6758837103843689, 0.8903299570083618, 0.35485532879829407, 0.2778749465942383, 0.0, 0.0, 0.1877768635749817, 0.0, 0.044091854244470596, 0.011907742358744144, 0.27647915482521057, 0.6738320589065552, 1.0627830028533936, 0.17108352482318878]"
3135,"[1.012524127960205, 0.0, 0.1394987553358078, 0.9217247366905212, 0.0, 0.3298104703426361, 0.0, 0.6277329921722412, 0.8427106142044067, 1.1104707717895508, 0.4447627365589142, 0.0, 0.22007399797439575, 0.18156379461288452, 0.13606151938438416, 0.8116172552108765, 0.09263449162244797, 0.23129130899906158, 0.012547972612082958, 0.0]"
3145,"[0.6477763056755066, 0.0, 1.3558942079544067, 0.3903730809688568, 0.0, 0.06647370755672455, 0.6752948760986328, 0.5054410696029663, 0.7281585931777954, 0.46221625804901123, 0.0, 0.44210267066955566, 0.11786945909261703, 0.15220800042152405, 0.0, 0.2975824177265167, 0.3810732960700989, 0.12418044358491898, 0.0, 0.4939923882484436]"
3155,"[0.4488852918148041, 0.0, 0.018511086702346802, 0.35457485914230347, 0.31001031398773193, 0.0, 0.0, 0.0, 0.44814804196357727, 0.21518369019031525, 0.8032987713813782, 0.0, 0.09682868421077728, 0.0, 0.7673482298851013, 0.0, 0.7010590434074402, 1.0995393991470337, 0.7295801639556885, 1.1996208429336548]"
3165,"[0.0, 0.2205757200717926, 0.9266563653945923, 0.8805844783782959, 0.14790311455726624, 0.27306196093559265, 0.4816930294036865, 0.5851554870605469, 0.4510796070098877, 0.0, 0.2819920778274536, 0.24929288029670715, 0.6154418587684631, 0.3077225387096405, 0.0, 0.27045318484306335, 0.33688145875930786, 0.19451691210269928, 1.049934983253479, 0.30873844027519226]"
3175,"[0.2342403680086136, 0.7860122919082642, 0.20747010409832, 0.493745356798172, 0.08593817800283432, 0.0, 0.20473331212997437, 0.7462342977523804, 0.15716411173343658, 1.0926076173782349, 0.47808778285980225, 0.46970102190971375, 0.01752079278230667, 0.05274651572108269, 0.026160897687077522, 0.7914638519287109, 0.3106798529624939, 0.2674599587917328, 0.0, 0.7444944381713867]"
3185,"[0.0, 0.0, 0.0, 0.729179859161377, 0.0, 0.2896602153778076, 1.1644854545593262, 0.5044857263565063, 0.16158385574817657, 0.0, 0.0, 0.0, 0.46135252714157104, 0.8652557730674744, 0.722441554069519, 0.004173998720943928, 0.8104613423347473, 0.3943285048007965, 0.6050763130187988, 0.35478875041007996]"
3195,"[0.3627356290817261, 0.5569188594818115, 0.17536713182926178, 0.10764366388320923, 0.1976383626461029, 0.1595984548330307, 0.36413082480430603, 0.4780154228210449, 0.2473752200603485, 0.12585315108299255, 0.8566473722457886, 0.45233240723609924, 0.1716582179069519, 1.1412098407745361, 0.7196741700172424, 0.03466779738664627, 0.0, 0.0, 0.3998345136642456, 0.7305141091346741]"
3205,"[0.0, 0.7679505348205566, 0.9880275130271912, 0.0, 0.3783164918422699, 0.5416060090065002, 0.43445512652397156, 0.751136839389801, 0.2146836668252945, 0.39551225304603577, 0.565689742565155, 0.010963537730276585, 0.030144304037094116, 0.12181158363819122, 0.31881949305534363, 0.24032197892665863, 0.17170557379722595, 0.2734912037849426, 0.5482521653175354, 0.5456064939498901]"
3215,"[1.0434989929199219, 0.0, 0.6071805357933044, 0.0069234916009008884, 0.4003593921661377, 0.28823694586753845, 0.3330329656600952, 0.049349576234817505, 0.6665802001953125, 0.5516433119773865, 0.23044034838676453, 0.0, 0.07013595849275589, 0.1953391581773758, 0.3817764222621918, 0.13608941435813904, 0.029674457386136055, 0.8596124053001404, 0.0, 1.162596344947815]"
3225,"[0.17030254006385803, 0.04280153661966324, 0.012744953855872154, 0.0, 0.3874843120574951, 1.099911093711853, 0.7339140176773071, 0.09127789735794067, 0.0, 0.28783953189849854, 0.023401837795972824, 0.3445071578025818, 0.18623796105384827, 0.6712397933006287, 0.14392612874507904, 0.44622963666915894, 0.6913629174232483, 0.7054044008255005, 0.48137542605400085, 0.569389283657074]"
3235,"[0.8953607082366943, 0.12035142630338669, 0.9866904020309448, 0.06691380590200424, 0.2920118272304535, 0.41623207926750183, 0.0, 0.8204863667488098, 0.8003496527671814, 0.0, 0.3159123957157135, 0.0, 0.0, 1.0992854833602905, 0.0, 1.0403598546981812, 0.04855060949921608, 0.5287748575210571, 0.0, 0.36871224641799927]"
3245,"[0.362996906042099, 0.0776369720697403, 0.36314260959625244, 0.06647590547800064, 0.23603208363056183, 0.22857137024402618, 0.3708578646183014, 0.15564249455928802, 0.6316509246826172, 0.15088395774364471, 0.5568933486938477, 1.1373738050460815, 0.34317639470100403, 0.04687727987766266, 0.24351081252098083, 0.10207650065422058, 0.21392691135406494, 0.7493242621421814, 0.36286699771881104, 1.2626210451126099]"
3255,"[0.15646490454673767, 0.5410053730010986, 0.4386821389198303, 0.0, 0.0, 0.1655290573835373, 0.08484359085559845, 0.022062024101614952, 0.60834801197052, 0.0, 0.3014635741710663, 0.30034133791923523, 1.217484474182129, 0.2449786514043808, 0.8083502650260925, 0.16366226971149445, 0.0, 1.2810536623001099, 0.1060030609369278, 0.24102169275283813]"
3265,"[0.2088092416524887, 0.17551076412200928, 0.0, 0.7391701340675354, 0.0, 0.1960204690694809, 1.0786925554275513, 0.09389763325452805, 0.49030157923698425, 0.8394874334335327, 0.12777350842952728, 0.0, 0.7370218634605408, 0.55680912733078, 0.0, 0.0, 0.33493244647979736, 0.676980197429657, 0.3490239083766937, 0.7429866790771484]"
3275,"[0.3583020865917206, 0.1513790637254715, 0.0, 0.0, 0.20853778719902039, 0.09718023240566254, 0.0, 0.4847504198551178, 0.7053645849227905, 0.0, 0.0, 0.30991673469543457, 0.22459666430950165, 0.0849037766456604, 0.0, 0.26112765073776245, 0.979892373085022, 1.432542085647583, 0.0, 0.0]"
3285,"[0.6570062637329102, 0.9469237327575684, 0.32579270005226135, 0.02780730649828911, 0.0, 1.2335729598999023, 0.0, 0.0, 0.0, 0.5675630569458008, 0.0, 0.1277441531419754, 0.48874032497406006, 0.33683234453201294, 0.8229796886444092, 0.09749355167150497, 0.33258870244026184, 0.4834306538105011, 0.3311726152896881, 0.05888539180159569]"
3295,"[0.40183225274086, 0.22164884209632874, 0.0, 0.28692737221717834, 0.5589215755462646, 0.7515841126441956, 0.0, 0.03113393299281597, 1.024975061416626, 0.003216854063794017, 0.8507006168365479, 0.5524147152900696, 0.0055590602569282055, 0.0, 0.22024664282798767, 0.3533587157726288, 0.0, 1.3337574005126953, 0.42093318700790405, 0.34598132967948914]"
3305,"[0.43681156635284424, 1.0937391519546509, 0.9874481558799744, 0.4695362150669098, 0.058863427489995956, 0.7178784608840942, 0.0363798663020134, 0.12399699538946152, 0.0, 0.0, 0.0, 0.34485042095184326, 0.0, 0.5768611431121826, 0.3472304344177246, 0.0, 0.27409088611602783, 0.5640897750854492, 0.0, 0.06729281693696976]"
3315,"[0.0, 0.05318894237279892, 0.1333981305360794, 0.0, 0.001755512785166502, 0.43967539072036743, 0.2551846504211426, 0.796303927898407, 0.0, 0.3385234773159027, 0.0, 0.029777925461530685, 0.5045809745788574, 0.9025115966796875, 0.4782974123954773, 0.19112834334373474, 1.0478631258010864, 0.5522592067718506, 0.3870723247528076, 0.5909522771835327]"
3325,"[0.13771143555641174, 0.3146771490573883, 0.39969345927238464, 1.0118253231048584, 0.0, 0.0, 0.18734118342399597, 0.6449478268623352, 0.04469311609864235, 0.845772922039032, 0.0, 0.5859049558639526, 0.17098680138587952, 1.006434679031372, 0.5394247174263, 0.0, 0.4930952489376068, 0.3111538589000702, 0.0, 0.2842726707458496]"
3335,"[0.0018179254839196801, 1.060884714126587, 0.34906238317489624, 0.5138811469078064, 1.348952293395996, 0.15742361545562744, 0.5298597812652588, 0.2887934148311615, 0.011610952205955982, 0.15842363238334656, 0.2125314176082611, 0.41413959860801697, 0.35929781198501587, 0.5269249081611633, 0.2617742121219635, 0.8298085331916809, 0.3169783055782318, 0.10574489086866379, 0.0, 0.03214554861187935]"
3345,"[0.967090368270874, 0.5930832028388977, 0.3483511209487915, 0.30866914987564087, 0.1309477686882019, 0.023245353251695633, 0.3085343837738037, 0.0, 0.2841341495513916, 0.20705215632915497, 0.5961602330207825, 0.049196138978004456, 0.5032044649124146, 0.2491578906774521, 0.7521399259567261, 0.301457017660141, 0.5596660375595093, 1.129205346107483, 0.0716794803738594, 0.24001722037792206]"
3355,"[0.4783933758735657, 0.6289514303207397, 1.0240570306777954, 0.10254543274641037, 0.0, 0.3659147024154663, 0.6990786194801331, 0.8333540558815002, 0.3590065538883209, 0.14687326550483704, 0.0, 0.0, 0.6666159629821777, 0.6622116565704346, 0.0, 0.05343193933367729, 0.570194661617279, 0.247186541557312, 0.0, 0.0]"
3365,"[0.4721665680408478, 0.3338553011417389, 0.5563114285469055, 0.6931958794593811, 0.043879617005586624, 1.3523976802825928, 0.0, 0.0, 0.3612953722476959, 0.0, 0.0, 0.0, 0.0, 0.33934155106544495, 0.752495288848877, 0.13007760047912598, 0.3343867361545563, 0.0, 0.49699854850769043, 0.8536909222602844]"
3375,"[0.0, 0.009503965266048908, 0.07768271863460541, 0.0, 0.47123682498931885, 0.5562055110931396, 0.9168809056282043, 0.292151540517807, 0.11041665077209473, 0.0, 0.2866175174713135, 0.058830954134464264, 0.5279105305671692, 0.0, 0.43630391359329224, 0.5306453108787537, 0.7106016278266907, 0.0, 1.5898168087005615, 0.055089790374040604]"
3385,"[0.9221463799476624, 0.15526102483272552, 0.0, 0.8149847984313965, 0.8275988698005676, 0.17549869418144226, 0.0, 0.9457190632820129, 0.0, 0.12206263095140457, 0.2666882872581482, 1.0604802370071411, 0.0778953805565834, 0.8305516242980957, 0.7997460961341858, 0.32848861813545227, 0.03403128311038017, 0.0, 0.09167353808879852, 0.0]"
3395,"[0.30645760893821716, 0.01917899213731289, 0.0, 0.001341187278740108, 0.2065628618001938, 0.0, 1.006907343864441, 0.3933832347393036, 0.0, 0.0, 0.40668803453445435, 0.6800326108932495, 0.41361165046691895, 0.8101176023483276, 0.1254810392856598, 0.1362105756998062, 0.5894068479537964, 0.11541643738746643, 0.814937949180603, 1.3859251737594604]"
3405,"[0.0, 0.22943145036697388, 0.7004483342170715, 0.3311118185520172, 0.0, 0.9534276723861694, 0.0, 0.0, 0.0021714691538363695, 0.5483866930007935, 0.0, 0.2039564549922943, 1.2179338932037354, 0.0, 0.6261913776397705, 0.0, 0.4305393397808075, 0.0011047824518755078, 0.40215611457824707, 0.0]"
